--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
 Nord                    	 Nord                    	0.9951
 ɔsofokwaa               	 ɔsofokwaa               	0.5904
 wɔreware                	 wɔreware                	0.9902
 ansua                   	 ansua                   	0.6069
 Wɔasuasua               	 Wɔasuasua               	0.8198
 Meyeyɛɛ                 	 Meyeyɛɛ                 	0.8644
 Examiner                	 Examiner                	0.9116
 ɔbabanin                	 ɔbabanin                	0.8243
 NW                      	 NW                      	0.9675
 Spittal                 	 Spittal                 	0.5125
 hoeɛ                    	 hoeɛ                    	0.9924
 Anintɔn                 	 Anintɔn                 	0.9608
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
 Nsɛso                   	 Nsɛso                   	0.8932
 Visigothfo              	 Visigothfo              	0.2681
 nsankuten               	 nsankuten               	0.9441
 Targum                  	 Targum                  	0.5914
 sakrasakra              	 sakrasakra              	0.3192
 abɛda                   	 abɛda                   	0.5906
 Mifii                   	 Mifii                   	0.5850
 Kusserow                	 Kusserow                	0.5617
 ɔppn                    	 ɔppn                    	0.9303
 bɛsakyera               	 bɛsakyera               	0.7626
 huu.                    	 huu.                    	0.6067
 duu                     	 duu                     	0.8413
 beyii                   	 beyii                   	0.9549
 soafo                   	 soafo                   	0.9409
 anofanu                 	 anofanu                 	0.5332
 ngo                     	 ngo                     	0.9473
 TwiFante                	 TwiFante                	0.6466
 yɛsomee                 	 yɛsomee                 	0.8986
 Akyi                    	 Akyi                    	0.7883
 Miura                   	 Miura                   	0.9425
 yɛkɔsesaw               	 yɛkɔsesaw               	0.3662
 .                       	 .                       	0.9875
 nkwahumafoɔ             	 nkwahomafoɔ             	0.0333
 Tanboase                	 Tanboase                	0.5714
 kontonkyi               	 kontonkyi               	0.9935
 Irelandni               	 Irelandni               	0.8181
 NSM                     	 NSM                     	0.9807
 onɔhoɔerɔiasis          	 onɔhoɔerɔasis           	0.1771
 wopoopoo                	 wopoopoo                	0.5996
 nanim                   	 nanim                   	0.8409
 ɔalɔium                 	 ɔalɔium                 	0.3977
 yɛbɛhoro                	 yɛbɛhoro                	0.6236
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
 ɛmaeɛ                   	 ɛmaeɛ                   	0.9310
 annwennwene             	 annwennwene             	0.9647
 bdi                     	 bdi                     	0.9806
 ɛne                     	 ɛne                     	0.9937
 asuguarefo              	 asuguarefo              	0.3803
 atwareeɛ                	 atwareeɛ                	0.9433
 Kathleen                	 Kathleen                	0.7582
 wɔawiewie               	 wɔawiewie               	0.5182
 dennan                  	 dennan                  	0.7076
 oyikyer                 	 oyikyer                 	0.8258
 ekuo                    	 ekuo                    	0.9981
 Moyers                  	 Moyers                  	0.9630
 Eleanor                 	 Eleanor                 	0.4860
 moabata                 	 moabata                 	0.6413
 nsohori                 	 nsohori                 	0.3205
 akotwiw                 	 akotwiw                 	0.6257
 wɔapompan               	 wɔapompan               	0.9016
 Asuapɔn                 	 Asuapɔn                 	0.5422
 every                   	 every                   	0.9993
 ADWENEM                 	 ADWENEM                 	0.6384
 Blas                    	 Blas                    	0.6100
 ɔbss                    	 ɔbss                    	0.6602
 nnɛɛmma                 	 nnɛɛmma                 	0.5956
 Penis?...               	 Penis?...               	0.4415
 ɛhyeɛ                   	 ɛhyeɛ                   	0.9242
 yɛbɛpam                 	 yɛbɛpam                 	0.7867
 renkɔfa                 	 renkɔfa                 	0.7401
 ntwɛtwɛdɛ               	 ntwɛtwɛdɛ               	0.9930
 Wokohui                 	 Wokohui                 	0.3916
 Emlyn                   	 Emlya                   	0.5215
 nnakoro                 	 nnakoro                 	0.9398
 akura                   	 akura                   	0.8209
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
 yɛboaboa                	 yɛboaboa                	0.7946
 Nkuto                   	 Nkuto                   	0.8943
 snnah                   	 snnah                   	0.9445
 relationships           	 retationutuye           	0.0003
 Mlangeni                	 Mangoni                 	0.3206
 nkɔnkɔnsani             	 nkɔnkɔnsani             	0.4822
 Permission              	 Permission              	0.3207
 mumfura                 	 mumfura                 	0.5444
 !s.                     	 !s.                     	0.9818
 biakoyɛ.                	 biakoyɛ.                	0.5554
 ɔkɔbam                  	 ɔkɔbam                  	0.8877
 Nsm                     	 Nsm                     	0.9586
 bɛtutu                  	 bɛtutu                  	0.3248
 anwun                   	 anwun                   	0.9131
 Seleukia                	 Seleukia                	0.9975
 teaam                   	 teaam                   	0.9219
 Wosuaa                  	 Wosuaa                  	0.9968
 yɛbɛto                  	 yɛbɛto                  	0.8117
 Riɔɔardi                	 Riɔɔardi                	0.5679
 abusude                 	 abusude                 	0.4856
 Tekoa                   	 Tekoa                   	0.9448
 Aduruhyɛ                	 Aduruhyɛ                	0.0936
 wp.                     	 wp.                     	0.6494
 NUABARIMA               	 NUABARIMA               	0.4937
 WɔKASA                  	 WɔKaSA                  	0.6679
 YEREMIA                 	 YEPEMIA                 	0.6026
 onnidi                  	 onnidi                  	0.8885
 epegyae                 	 epegyae                 	0.8715
 Malkielfoɔ              	 Malkietfoɔ              	0.1991
 abososom                	 abososom                	0.2181
